-182.707, 78.000, 1.706,  1.765
-182.681, 77.949, 1.712,  1.798
-182.655, 77.897, 1.722,  1.831
-182.629, 77.846, 1.735,  1.864
-182.603, 77.793, 1.750,  1.897
-182.577, 77.740, 1.765,  1.930
-182.551, 77.687, 1.779,  1.963
-182.525, 77.633, 1.791,  1.996
-182.499, 77.579, 1.801,  2.029
-182.473, 77.525, 1.808,  2.062
-182.448, 77.470, 1.812,  2.095
-182.422, 77.415, 1.814,  2.128
-182.397, 77.360, 1.816,  2.161
-182.372, 77.305, 1.816,  2.194
-182.347, 77.250, 1.817,  2.227
-182.323, 77.194, 1.818,  2.260
-182.299, 77.139, 1.820,  2.293
-182.274, 77.083, 1.824,  2.326
-182.251, 77.027, 1.828,  2.359
-182.227, 76.971, 1.834,  2.392
-182.203, 76.914, 1.841,  2.425
-182.180, 76.857, 1.848,  2.458
-182.157, 76.800, 1.856,  2.491
-182.134, 76.742, 1.863,  2.524
-182.111, 76.684, 1.871,  2.557
-182.088, 76.626, 1.878,  2.590
-182.066, 76.567, 1.884,  2.623
-182.044, 76.508, 1.890,  2.656
-182.022, 76.449, 1.896,  2.689
-182.001, 76.389, 1.901,  2.722
-181.979, 76.329, 1.906,  2.755
-181.958, 76.269, 1.911,  2.788
-181.937, 76.208, 1.916,  2.821
-181.917, 76.148, 1.921,  2.854
-181.897, 76.087, 1.926,  2.887
-181.877, 76.025, 1.932,  2.920
-181.857, 75.964, 1.938,  2.953
-181.838, 75.902, 1.944,  2.986
-181.819, 75.839, 1.951,  3.019
-181.800, 75.777, 1.958,  3.052
-181.781, 75.714, 1.964,  3.085
-181.763, 75.650, 1.971,  3.118
-181.745, 75.587, 1.977,  3.151
-181.727, 75.523, 1.984,  3.184
-181.710, 75.459, 1.990,  3.217
-181.693, 75.394, 1.996,  3.250
-181.676, 75.329, 2.003,  3.283
-181.660, 75.264, 2.009,  3.316
-181.644, 75.199, 2.015,  3.349
-181.628, 75.133, 2.022,  3.382
-181.612, 75.067, 2.028,  3.415
-181.597, 75.001, 2.034,  3.448
-181.582, 74.934, 2.041,  3.481
-181.568, 74.867, 2.047,  3.514
-181.553, 74.800, 2.054,  3.547
-181.539, 74.733, 2.061,  3.580
-181.526, 74.665, 2.067,  3.613
-181.512, 74.597, 2.074,  3.646
-181.499, 74.528, 2.081,  3.679
-181.486, 74.460, 2.088,  3.712
-181.474, 74.391, 2.095,  3.745
-181.462, 74.321, 2.102,  3.778
-181.450, 74.252, 2.108,  3.811
-181.439, 74.182, 2.115,  3.844
-181.427, 74.112, 2.122,  3.877
-181.416, 74.042, 2.129,  3.910
-181.406, 73.971, 2.136,  3.943
-181.395, 73.900, 2.143,  3.976
-181.385, 73.829, 2.150,  4.009
-181.376, 73.757, 2.157,  4.042
-181.366, 73.686, 2.164,  4.075
-181.357, 73.614, 2.172,  4.108
-181.348, 73.541, 2.179,  4.141
-181.340, 73.469, 2.186,  4.174
-181.331, 73.396, 2.193,  4.207
-181.323, 73.323, 2.200,  4.240
-181.315, 73.249, 2.208,  4.273
-181.308, 73.175, 2.215,  4.306
-181.301, 73.102, 2.222,  4.339
-181.294, 73.027, 2.229,  4.372
-181.287, 72.953, 2.237,  4.405
-181.281, 72.878, 2.244,  4.438
-181.275, 72.803, 2.251,  4.471
-181.269, 72.728, 2.259,  4.504
-181.263, 72.652, 2.266,  4.537
-181.258, 72.577, 2.273,  4.570
-181.252, 72.501, 2.281,  4.603
-181.247, 72.424, 2.288,  4.636
-181.243, 72.348, 2.296,  4.669
-181.238, 72.271, 2.303,  4.702
-181.234, 72.194, 2.311,  4.735
-181.230, 72.117, 2.319,  4.768
-181.226, 72.039, 2.327,  4.801
-181.223, 71.961, 2.335,  4.834
-181.219, 71.883, 2.342,  4.867
-181.216, 71.804, 2.350,  4.900
-181.213, 71.726, 2.358,  4.933
-181.211, 71.647, 2.366,  4.966
-181.208, 71.568, 2.374,  4.999
-181.206, 71.488, 2.381,  5.032
-181.203, 71.409, 2.389,  5.065
-181.201, 71.329, 2.396,  5.098
-181.200, 71.248, 2.404,  5.131
-181.198, 71.168, 2.412,  5.164
-181.197, 71.087, 2.420,  5.197
-181.195, 71.006, 2.428,  5.230
-181.194, 70.925, 2.436,  5.263
-181.193, 70.843, 2.444,  5.296
-181.192, 70.762, 2.452,  5.329
-181.192, 70.680, 2.461,  5.362
-181.191, 70.597, 2.469,  5.395
-181.191, 70.515, 2.477,  5.428
-181.191, 70.432, 2.485,  5.461
-181.190, 70.349, 2.493,  5.494
-181.190, 70.265, 2.501,  5.527
-181.191, 70.182, 2.510,  5.560
-181.191, 70.098, 2.518,  5.593
-181.191, 70.013, 2.526,  5.626
-181.192, 69.929, 2.534,  5.659
-181.192, 69.844, 2.543,  5.692
-181.193, 69.759, 2.551,  5.725
-181.194, 69.674, 2.560,  5.758
-181.195, 69.588, 2.568,  5.791
-181.196, 69.502, 2.577,  5.824
-181.197, 69.416, 2.585,  5.857
-181.198, 69.330, 2.593,  5.890
-181.200, 69.243, 2.602,  5.923
-181.201, 69.156, 2.610,  5.956
-181.202, 69.069, 2.619,  5.989
-181.204, 68.981, 2.628,  6.022
-181.205, 68.893, 2.636,  6.055
-181.207, 68.805, 2.645,  6.088
-181.209, 68.717, 2.654,  6.121
-181.211, 68.628, 2.663,  6.154
-181.212, 68.539, 2.671,  6.187
-181.214, 68.450, 2.680,  6.220
-181.216, 68.360, 2.689,  6.253
-181.218, 68.271, 2.698,  6.286
-181.220, 68.180, 2.707,  6.319
-181.222, 68.090, 2.716,  6.352
-181.225, 67.999, 2.725,  6.385
-181.227, 67.908, 2.734,  6.418
-181.229, 67.817, 2.743,  6.451
-181.231, 67.725, 2.752,  6.484
-181.233, 67.633, 2.761,  6.517
-181.236, 67.541, 2.770,  6.550
-181.238, 67.448, 2.779,  6.583
-181.240, 67.356, 2.788,  6.616
-181.243, 67.262, 2.798,  6.649
-181.245, 67.169, 2.807,  6.682
-181.247, 67.075, 2.816,  6.715
-181.250, 66.981, 2.825,  6.748
-181.252, 66.887, 2.835,  6.781
-181.255, 66.792, 2.844,  6.814
-181.257, 66.697, 2.854,  6.847
-181.260, 66.602, 2.863,  6.880
-181.262, 66.506, 2.873,  6.913
-181.264, 66.410, 2.882,  6.946
-181.267, 66.314, 2.892,  6.979
-181.269, 66.217, 2.901,  7.012
-181.272, 66.120, 2.911,  7.045
-181.274, 66.023, 2.920,  7.078
-181.276, 65.925, 2.930,  7.111
-181.279, 65.828, 2.940,  7.144
-181.281, 65.729, 2.950,  7.177
-181.283, 65.631, 2.959,  7.210
-181.286, 65.532, 2.969,  7.243
-181.288, 65.433, 2.979,  7.276
-181.290, 65.333, 2.989,  7.309
-181.293, 65.233, 2.999,  7.342
-181.295, 65.133, 3.009,  7.375
-181.297, 65.033, 3.019,  7.408
-181.300, 64.932, 3.029,  7.441
-181.302, 64.831, 3.039,  7.474
-181.304, 64.729, 3.049,  7.507
-181.306, 64.627, 3.059,  7.540
-181.308, 64.525, 3.069,  7.573
-181.310, 64.423, 3.079,  7.606
-181.313, 64.320, 3.090,  7.639
-181.315, 64.216, 3.100,  7.672
-181.317, 64.113, 3.110,  7.705
-181.319, 64.009, 3.120,  7.738
-181.321, 63.905, 3.131,  7.771
-181.323, 63.800, 3.141,  7.804
-181.325, 63.695, 3.151,  7.837
-181.326, 63.590, 3.162,  7.870
-181.328, 63.484, 3.173,  7.903
-181.330, 63.378, 3.183,  7.936
-181.332, 63.272, 3.194,  7.969
-181.334, 63.165, 3.204,  8.002
-181.336, 63.058, 3.215,  8.035
-181.337, 62.951, 3.226,  8.068
-181.339, 62.843, 3.236,  8.101
-181.341, 62.735, 3.247,  8.134
-181.342, 62.626, 3.258,  8.167
-181.344, 62.517, 3.269,  8.200
-181.345, 62.408, 3.280,  8.233
-181.347, 62.299, 3.291,  8.266
-181.349, 62.189, 3.302,  8.299
-181.350, 62.078, 3.313,  8.332
-181.351, 61.968, 3.324,  8.365
-181.353, 61.857, 3.335,  8.398
-181.354, 61.745, 3.346,  8.431
-181.356, 61.633, 3.357,  8.464
-181.357, 61.521, 3.368,  8.497
-181.358, 61.409, 3.379,  8.530
-181.359, 61.296, 3.390,  8.563
-181.361, 61.182, 3.401,  8.596
-181.362, 61.069, 3.413,  8.629
-181.363, 60.955, 3.424,  8.662
-181.364, 60.840, 3.436,  8.695
-181.365, 60.725, 3.447,  8.728
-181.366, 60.610, 3.459,  8.761
-181.367, 60.495, 3.470,  8.794
-181.368, 60.379, 3.482,  8.827
-181.369, 60.262, 3.493,  8.860
-181.370, 60.146, 3.505,  8.893
-181.371, 60.029, 3.517,  8.926
-181.372, 59.911, 3.528,  8.959
-181.373, 59.793, 3.540,  8.992
-181.374, 59.675, 3.552,  9.025
-181.375, 59.556, 3.563,  9.058
-181.376, 59.437, 3.575,  9.091
-181.376, 59.318, 3.587,  9.124
-181.377, 59.198, 3.599,  9.157
-181.378, 59.078, 3.611,  9.190
-181.379, 58.957, 3.623,  9.223
-181.379, 58.836, 3.635,  9.256
-181.380, 58.714, 3.647,  9.289
-181.381, 58.592, 3.659,  9.322
-181.381, 58.470, 3.672,  9.355
-181.382, 58.347, 3.684,  9.388
-181.383, 58.224, 3.696,  9.421
-181.383, 58.101, 3.709,  9.454
-181.384, 57.977, 3.721,  9.487
-181.384, 57.853, 3.734,  9.520
-181.385, 57.728, 3.746,  9.553
-181.385, 57.603, 3.758,  9.586
-181.386, 57.477, 3.771,  9.619
-181.386, 57.351, 3.783,  9.652
-181.386, 57.225, 3.796,  9.685
-181.387, 57.098, 3.808,  9.718
-181.387, 56.971, 3.821,  9.751
-181.388, 56.843, 3.834,  9.784
-181.388, 56.715, 3.846,  9.817
-181.388, 56.586, 3.859,  9.850
-181.388, 56.457, 3.872,  9.883
-181.389, 56.328, 3.885,  9.916
-181.389, 56.198, 3.898,  9.949
-181.389, 56.068, 3.911,  9.982
-181.389, 55.937, 3.924, 10.015
-181.390, 55.806, 3.936, 10.048
-181.390, 55.674, 3.949, 10.081
-181.390, 55.542, 3.962, 10.114
-181.390, 55.410, 3.976, 10.147
-181.390, 55.277, 3.989, 10.180
-181.391, 55.144, 4.002, 10.213
-181.391, 55.010, 4.015, 10.246
-181.391, 54.876, 4.029, 10.279
-181.391, 54.741, 4.042, 10.312
-181.391, 54.606, 4.055, 10.345
-181.391, 54.471, 4.069, 10.378
-181.391, 54.335, 4.082, 10.411
-181.392, 54.198, 4.095, 10.444
-181.392, 54.062, 4.109, 10.477
-181.392, 53.924, 4.122, 10.510
-181.392, 53.787, 4.136, 10.543
-181.392, 53.648, 4.150, 10.576
-181.392, 53.510, 4.163, 10.609
-181.392, 53.371, 4.177, 10.642
-181.392, 53.231, 4.191, 10.675
-181.392, 53.091, 4.205, 10.708
-181.392, 52.950, 4.219, 10.741
-181.392, 52.809, 4.233, 10.774
-181.392, 52.668, 4.247, 10.807
-181.392, 52.526, 4.261, 10.840
-181.392, 52.384, 4.275, 10.873
-181.392, 52.241, 4.289, 10.906
-181.392, 52.098, 4.303, 10.939
-181.392, 51.954, 4.317, 10.972
-181.392, 51.809, 4.331, 11.005
-181.392, 51.665, 4.346, 11.038
-181.392, 51.519, 4.360, 11.071
-181.392, 51.374, 4.375, 11.104
-181.392, 51.228, 4.389, 11.137
-181.392, 51.081, 4.404, 11.170
-181.392, 50.934, 4.418, 11.203
-181.392, 50.786, 4.433, 11.236
-181.392, 50.638, 4.448, 11.269
-181.392, 50.489, 4.462, 11.302
-181.392, 50.340, 4.477, 11.335
-181.392, 50.191, 4.492, 11.368
-181.392, 50.040, 4.507, 11.401
-181.392, 49.890, 4.522, 11.434
-181.392, 49.739, 4.537, 11.467
-181.392, 49.587, 4.552, 11.500
-181.392, 49.435, 4.567, 11.533
-181.392, 49.282, 4.582, 11.566
-181.392, 49.129, 4.597, 11.599
-181.392, 48.976, 4.612, 11.632
-181.392, 48.822, 4.628, 11.665
-181.392, 48.667, 4.643, 11.698
-181.392, 48.512, 4.659, 11.731
-181.392, 48.356, 4.674, 11.764
-181.392, 48.200, 4.690, 11.797
-181.392, 48.043, 4.705, 11.830
-181.392, 47.886, 4.721, 11.863
-181.392, 47.728, 4.736, 11.896
-181.392, 47.570, 4.752, 11.929
-181.392, 47.411, 4.768, 11.962
-181.392, 47.252, 4.784, 11.995
-181.392, 47.092, 4.800, 12.028
-181.392, 46.932, 4.815, 12.061
-181.392, 46.771, 4.831, 12.094
-181.392, 46.609, 4.847, 12.127
-181.392, 46.447, 4.863, 12.160
-181.392, 46.285, 4.879, 12.193
-181.392, 46.122, 4.896, 12.226
-181.392, 45.958, 4.912, 12.259
-181.392, 45.794, 4.928, 12.292
-181.392, 45.629, 4.944, 12.325
-181.392, 45.464, 4.961, 12.358
-181.392, 45.298, 4.977, 12.391
-181.392, 45.132, 4.994, 12.424
-181.392, 44.965, 5.011, 12.457
-181.392, 44.798, 5.027, 12.490
-181.392, 44.630, 5.044, 12.523
-181.392, 44.461, 5.061, 12.556
-181.392, 44.292, 5.078, 12.589
-181.392, 44.122, 5.095, 12.622
-181.392, 43.952, 5.110, 12.655
-181.392, 43.782, 5.117, 12.688
-181.392, 43.612, 5.104, 12.721
-181.392, 43.442, 5.088, 12.754
-181.392, 43.273, 5.079, 12.787
-181.392, 43.104, 5.078, 12.820
-181.392, 42.934, 5.086, 12.853
-181.392, 42.764, 5.106, 12.886
-181.392, 42.593, 5.137, 12.919
-181.392, 42.421, 5.177, 12.952
-181.392, 42.247, 5.227, 12.985
-181.392, 42.071, 5.281, 13.018
-181.391, 41.893, 5.337, 13.051
-181.391, 41.713, 5.390, 13.084
-181.391, 41.532, 5.435, 13.117
-181.391, 41.350, 5.470, 13.150
-181.391, 41.167, 5.493, 13.183
-181.391, 40.984, 5.506, 13.216
-181.391, 40.800, 5.510, 13.249
-181.391, 40.617, 5.507, 13.282
-181.391, 40.434, 5.498, 13.315
-181.391, 40.251, 5.488, 13.348
-181.391, 40.069, 5.478, 13.381
-181.391, 39.887, 5.471, 13.414
-181.391, 39.705, 5.468, 13.447
-181.391, 39.523, 5.471, 13.480
-181.391, 39.340, 5.482, 13.513
-181.391, 39.157, 5.501, 13.546
-181.391, 38.973, 5.529, 13.579
-181.391, 38.787, 5.564, 13.612
-181.391, 38.601, 5.606, 13.645
-181.391, 38.413, 5.651, 13.678
-181.391, 38.223, 5.698, 13.711
-181.391, 38.032, 5.742, 13.744
-181.391, 37.839, 5.781, 13.777
-181.390, 37.645, 5.813, 13.810
-181.390, 37.451, 5.837, 13.843
-181.390, 37.256, 5.852, 13.876
-181.390, 37.061, 5.860, 13.909
-181.390, 36.866, 5.863, 13.942
-181.390, 36.671, 5.862, 13.975
-181.390, 36.476, 5.859, 14.008
-181.390, 36.281, 5.858, 14.041
-181.390, 36.086, 5.859, 14.074
-181.390, 35.890, 5.864, 14.107
-181.390, 35.695, 5.874, 14.140
-181.389, 35.499, 5.891, 14.173
-181.389, 35.302, 5.914, 14.206
-181.389, 35.104, 5.943, 14.239
-181.389, 34.905, 5.978, 14.272
-181.389, 34.704, 6.017, 14.305
-181.389, 34.503, 6.058, 14.338
-181.389, 34.300, 6.098, 14.371
-181.389, 34.095, 6.136, 14.404
-181.389, 33.890, 6.168, 14.437
-181.389, 33.684, 6.194, 14.470
-181.388, 33.477, 6.213, 14.503
-181.388, 33.269, 6.226, 14.536
-181.388, 33.062, 6.235, 14.569
-181.388, 32.854, 6.239, 14.602
-181.388, 32.646, 6.243, 14.635
-181.388, 32.438, 6.247, 14.668
-181.387, 32.230, 6.253, 14.701
-181.387, 32.022, 6.262, 14.734
-181.387, 31.813, 6.276, 14.767
-181.387, 31.603, 6.296, 14.800
-181.387, 31.392, 6.321, 14.833
-181.387, 31.181, 6.351, 14.866
-181.387, 30.968, 6.386, 14.899
-181.386, 30.754, 6.423, 14.932
-181.386, 30.539, 6.462, 14.965
-181.386, 30.323, 6.500, 14.998
-181.386, 30.105, 6.534, 15.031
-181.386, 29.887, 6.564, 15.064
-181.385, 29.667, 6.588, 15.097
-181.385, 29.447, 6.605, 15.130
-181.385, 29.227, 6.617, 15.163
-181.385, 29.006, 6.625, 15.196
-181.384, 28.786, 6.631, 15.229
-181.384, 28.565, 6.636, 15.262
-181.384, 28.344, 6.644, 15.295
-181.384, 28.122, 6.655, 15.328
-181.383, 27.900, 6.670, 15.361
-181.383, 27.677, 6.692, 15.394
-181.383, 27.453, 6.719, 15.427
-181.383, 27.229, 6.751, 15.460
-181.382, 27.003, 6.788, 15.493
-181.382, 26.775, 6.826, 15.526
-181.382, 26.547, 6.865, 15.559
-181.382, 26.317, 6.901, 15.592
-181.381, 26.086, 6.934, 15.625
-181.381, 25.854, 6.961, 15.658
-181.381, 25.622, 6.982, 15.691
-181.381, 25.388, 6.999, 15.724
-181.380, 25.155, 7.011, 15.757
-181.380, 24.921, 7.021, 15.790
-181.380, 24.687, 7.031, 15.823
-181.379, 24.453, 7.041, 15.856
-181.379, 24.218, 7.054, 15.889
-181.379, 23.982, 7.070, 15.922
-181.378, 23.746, 7.091, 15.955
-181.378, 23.509, 7.117, 15.988
-181.378, 23.271, 7.148, 16.021
-181.377, 23.032, 7.182, 16.054
-181.377, 22.792, 7.218, 16.087
-181.377, 22.550, 7.254, 16.120
-181.376, 22.307, 7.290, 16.153
-181.376, 22.063, 7.323, 16.186
-181.376, 21.819, 7.352, 16.219
-181.375, 21.573, 7.377, 16.252
-181.375, 21.326, 7.398, 16.285
-181.374, 21.079, 7.416, 16.318
-181.374, 20.832, 7.432, 16.351
-181.374, 20.584, 7.446, 16.384
-181.373, 20.336, 7.461, 16.417
-181.373, 20.087, 7.477, 16.450
-181.372, 19.837, 7.496, 16.483
-181.372, 19.587, 7.518, 16.516
-181.372, 19.335, 7.543, 16.549
-181.371, 19.083, 7.571, 16.582
-181.371, 18.830, 7.602, 16.615
-181.370, 18.576, 7.634, 16.648
-181.370, 18.320, 7.667, 16.681
-181.370, 18.064, 7.700, 16.714
-181.369, 17.806, 7.731, 16.747
-181.369, 17.548, 7.761, 16.780
-181.368, 17.288, 7.789, 16.813
-181.368, 17.028, 7.815, 16.846
-181.367, 16.767, 7.839, 16.879
-181.367, 16.505, 7.861, 16.912
-181.366, 16.243, 7.882, 16.945
-181.366, 15.980, 7.903, 16.978
-181.365, 15.716, 7.924, 17.011
-181.365, 15.451, 7.946, 17.044
-181.364, 15.186, 7.969, 17.077
-181.364, 14.919, 7.994, 17.110
-181.363, 14.652, 8.021, 17.143
-181.363, 14.384, 8.049, 17.176
-181.362, 14.115, 8.079, 17.209
-181.362, 13.845, 8.109, 17.242
-181.361, 13.574, 8.140, 17.275
-181.361, 13.302, 8.171, 17.308
-181.360, 13.028, 8.202, 17.341
-181.360, 12.754, 8.232, 17.374
-181.359, 12.479, 8.261, 17.407
-181.359, 12.203, 8.288, 17.440
-181.358, 11.926, 8.315, 17.473
-181.357, 11.648, 8.341, 17.506
-181.357, 11.370, 8.366, 17.539
-181.356, 11.090, 8.391, 17.572
-181.356, 10.810, 8.416, 17.605
-181.355, 10.529, 8.441, 17.638
-181.354, 10.247, 8.468, 17.671
-181.354, 9.964, 8.495, 17.704
-181.353, 9.680, 8.523, 17.737
-181.353, 9.395, 8.552, 17.770
-181.352, 9.109, 8.582, 17.803
-181.351, 8.822, 8.612, 17.836
-181.351, 8.534, 8.643, 17.869
-181.350, 8.246, 8.675, 17.902
-181.349, 7.956, 8.706, 17.935
-181.349, 7.665, 8.736, 17.968
-181.348, 7.373, 8.766, 18.001
-181.347, 7.080, 8.796, 18.034
-181.347, 6.786, 8.825, 18.067
-181.346, 6.491, 8.853, 18.100
-181.345, 6.195, 8.881, 18.133
-181.345, 5.898, 8.909, 18.166
-181.344, 5.601, 8.937, 18.199
-181.343, 5.302, 8.965, 18.232
-181.342, 5.003, 8.994, 18.265
-181.342, 4.702, 9.023, 18.298
-181.341, 4.400, 9.053, 18.331
-181.340, 4.098, 9.084, 18.364
-181.339, 3.794, 9.115, 18.397
-181.338, 3.490, 9.146, 18.430
-181.338, 3.184, 9.178, 18.463
-181.337, 2.877, 9.210, 18.496
-181.336, 2.569, 9.242, 18.529
-181.335, 2.260, 9.274, 18.562
-181.334, 1.951, 9.305, 18.595
-181.334, 1.640, 9.337, 18.628
-181.333, 1.328, 9.368, 18.661
-181.332, 1.015, 9.399, 18.694
-181.331, 0.700, 9.429, 18.727
-181.330, 0.385, 9.460, 18.760
-181.329, 0.069, 9.490, 18.793
-181.329, -0.248, 9.521, 18.826
-181.328, -0.566, 9.552, 18.859
-181.327, -0.885, 9.583, 18.892
-181.326, -1.205, 9.615, 18.925
-181.325, -1.527, 9.647, 18.958
-181.324, -1.849, 9.680, 18.991
-181.323, -2.173, 9.713, 19.024
-181.322, -2.497, 9.746, 19.057
-181.321, -2.823, 9.779, 19.090
-181.320, -3.150, 9.812, 19.123
-181.319, -3.478, 9.846, 19.156
-181.318, -3.807, 9.879, 19.189
-181.317, -4.137, 9.912, 19.222
-181.316, -4.468, 9.946, 19.255
-181.315, -4.800, 9.979, 19.288
-181.314, -5.134, 10.012, 19.321
-181.313, -5.468, 10.045, 19.354
-181.312, -5.804, 10.078, 19.387
-181.311, -6.141, 10.111, 19.420
-181.310, -6.479, 10.144, 19.453
-181.309, -6.818, 10.177, 19.486
-181.308, -7.158, 10.211, 19.519
-181.307, -7.499, 10.245, 19.552
-181.306, -7.841, 10.279, 19.585
-181.305, -8.185, 10.313, 19.618
-181.304, -8.530, 10.348, 19.651
-181.303, -8.875, 10.383, 19.684
-181.301, -9.222, 10.418, 19.717
-181.300, -9.571, 10.454, 19.750
-181.299, -9.920, 10.489, 19.783
-181.298, -10.270, 10.525, 19.816
-181.297, -10.622, 10.560, 19.849
-181.296, -10.975, 10.596, 19.882
-181.294, -11.329, 10.631, 19.915
-181.293, -11.684, 10.666, 19.948
-181.292, -12.041, 10.702, 19.981
-181.291, -12.398, 10.737, 20.014
-181.290, -12.757, 10.772, 20.047
-181.288, -13.117, 10.808, 20.080
-181.287, -13.478, 10.844, 20.113
-181.286, -13.841, 10.879, 20.146
-181.285, -14.204, 10.915, 20.179
-181.283, -14.569, 10.952, 20.212
-181.282, -14.935, 10.988, 20.245
-181.281, -15.302, 11.025, 20.278
-181.279, -15.671, 11.062, 20.311
-181.278, -16.040, 11.099, 20.344
-181.277, -16.411, 11.137, 20.377
-181.275, -16.784, 11.174, 20.410
-181.274, -17.157, 11.212, 20.443
-181.273, -17.532, 11.250, 20.476
-181.271, -17.908, 11.288, 20.509
-181.270, -18.285, 11.326, 20.542
-181.268, -18.663, 11.364, 20.575
-181.267, -19.043, 11.402, 20.608
-181.266, -19.424, 11.440, 20.641
-181.264, -19.806, 11.478, 20.674
-181.263, -20.190, 11.516, 20.707
-181.261, -20.575, 11.554, 20.740
-181.260, -20.961, 11.592, 20.773
-181.258, -21.348, 11.631, 20.806
-181.257, -21.737, 11.670, 20.839
-181.255, -22.127, 11.709, 20.872
-181.254, -22.518, 11.748, 20.905
-181.252, -22.911, 11.788, 20.938
-181.251, -23.305, 11.828, 20.971
-181.249, -23.700, 11.868, 21.004
-181.247, -24.097, 11.908, 21.037
-181.246, -24.495, 11.948, 21.070
-181.244, -24.894, 11.989, 21.103
-181.243, -25.295, 12.029, 21.136
-181.241, -25.697, 12.069, 21.169
-181.239, -26.100, 12.110, 21.202
-181.238, -26.505, 12.150, 21.235
-181.236, -26.911, 12.191, 21.268
-181.234, -27.318, 12.231, 21.301
-181.233, -27.727, 12.272, 21.334
-181.231, -28.137, 12.313, 21.367
-181.229, -28.548, 12.354, 21.400
-181.227, -28.961, 12.395, 21.433
-181.226, -29.375, 12.437, 21.466
-181.224, -29.791, 12.478, 21.499
-181.222, -30.208, 12.520, 21.532
-181.220, -30.626, 12.562, 21.565
-181.218, -31.046, 12.605, 21.598
-181.217, -31.468, 12.647, 21.631
-181.215, -31.890, 12.690, 21.664
-181.213, -32.314, 12.733, 21.697
-181.211, -32.740, 12.775, 21.730
-181.209, -33.167, 12.818, 21.763
-181.207, -33.595, 12.861, 21.796
-181.205, -34.025, 12.904, 21.829
-181.203, -34.456, 12.947, 21.862
-181.201, -34.889, 12.990, 21.895
-181.199, -35.323, 13.034, 21.928
-181.197, -35.758, 13.077, 21.961
-181.195, -36.195, 13.121, 21.994
-181.193, -36.634, 13.164, 22.027
-181.191, -37.074, 13.208, 22.060
-181.189, -37.515, 13.253, 22.093
-181.187, -37.958, 13.297, 22.126
-181.185, -38.402, 13.342, 22.159
-181.183, -38.848, 13.387, 22.192
-181.181, -39.296, 13.432, 22.225
-181.179, -39.745, 13.477, 22.258
-181.177, -40.195, 13.522, 22.291
-181.175, -40.647, 13.568, 22.324
-181.172, -41.100, 13.613, 22.357
-181.170, -41.555, 13.659, 22.390
-181.168, -42.012, 13.705, 22.423
-181.166, -42.470, 13.751, 22.456
-181.163, -42.929, 13.797, 22.489
-181.161, -43.390, 13.843, 22.522
-181.159, -43.853, 13.889, 22.555
-181.157, -44.317, 13.935, 22.588
-181.154, -44.783, 13.982, 22.621
-181.152, -45.250, 14.028, 22.654
-181.150, -45.719, 14.075, 22.687
-181.147, -46.189, 14.122, 22.720
-181.145, -46.661, 14.169, 22.753
-181.142, -47.135, 14.217, 22.786
-181.140, -47.610, 14.264, 22.819
-181.138, -48.086, 14.312, 22.852
-181.135, -48.565, 14.360, 22.885
-181.133, -49.044, 14.408, 22.918
-181.130, -49.526, 14.457, 22.951
-181.128, -50.009, 14.505, 22.984
-181.125, -50.494, 14.554, 23.017
-181.123, -50.980, 14.603, 23.050
